Sıra No,Çevre Kimlik No,İşletme Adı,Tesis İli,İşletme Adres,Lisans Konuları,İzin Konuları,Belge Türü,Onay Tarihi,Sertifika Süresi
39,223560086,FERROALLOYS METAL GERİ DÖNÜŞÜM TURİZM VE OTELCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,Alaşarköy Mahallesi 1. Alaşar Cadde No: 3 /1 Osmangazi/BURSA,Tehlikeli Atık Geri Kazanımı,,İzin ve Lisans Belgesi,2019-10-09 00:00:00,2024-11-09 00:00:00
39,223560086,FERROALLOYS METAL GERİ DÖNÜŞÜM TURİZM VE OTELCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,Alaşarköy Mahallesi 1. Alaşar Cadde No: 3 /1 Osmangazi/BURSA,Ömrünü Tamamlamış Araç Geçici Depolama,,İzin ve Lisans Belgesi,2019-10-09 00:00:00,2024-11-09 00:00:00
39,223560086,FERROALLOYS METAL GERİ DÖNÜŞÜM TURİZM VE OTELCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,Alaşarköy Mahallesi 1. Alaşar Cadde No: 3 /1 Osmangazi/BURSA,Atık Ara Depolama,,İzin ve Lisans Belgesi,2019-10-09 00:00:00,2024-11-09 00:00:00
39,223560086,FERROALLOYS METAL GERİ DÖNÜŞÜM TURİZM VE OTELCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,Alaşarköy Mahallesi 1. Alaşar Cadde No: 3 /1 Osmangazi/BURSA,Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,2019-10-09 00:00:00,2024-11-09 00:00:00
40,227277658,EKOLOJİK ENERJİ ANONİM ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"MERKEZ Mahallesi, OSB SOKAK, No: 2 /3-, GÜMÜŞOVA / DÜZCE",Atık Ara Depolama,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2024-09-09 00:00:00
40,227277658,EKOLOJİK ENERJİ ANONİM ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"MERKEZ Mahallesi, OSB SOKAK, No: 2 /3-, GÜMÜŞOVA / DÜZCE",Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2024-09-09 00:00:00
40,227277658,EKOLOJİK ENERJİ ANONİM ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"MERKEZ Mahallesi, OSB SOKAK, No: 2 /3-, GÜMÜŞOVA / DÜZCE",Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2024-09-09 00:00:00
41,227365780,ARDAM ATIK YÖNETİMİ VE Depolama SANAYİ VE TİCARET ANONİM ŞİRKETİ,ANKARA,"Ahi Evran OSB Mah., Büyük Selçuklu Cad., No: 5-, Sincan ANKARA",Atık Ara Depolama,,İzin ve Lisans Belgesi,2020-07-22 00:00:00,2024-08-20 00:00:00
41,227365780,ARDAM ATIK YÖNETİMİ VE Depolama SANAYİ VE TİCARET ANONİM ŞİRKETİ,ANKARA,"Ahi Evran OSB Mah., Büyük Selçuklu Cad., No: 5-, Sincan ANKARA",Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,2020-07-22 00:00:00,2024-08-20 00:00:00
42,227240692,TUZLA DERİ OSB GERİ DÖNÜŞÜM ANONİM ŞİRKETİ,İSTANBUL,"Deri OSB Mah., Çevre Sok., No: 3-, Tuzla İSTANBUL",Atık Ara Depolama,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
42,227240692,TUZLA DERİ OSB GERİ DÖNÜŞÜM ANONİM ŞİRKETİ,İSTANBUL,"Deri OSB Mah., Çevre Sok., No: 3-, Tuzla İSTANBUL",Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
42,227240692,TUZLA DERİ OSB GERİ DÖNÜŞÜM ANONİM ŞİRKETİ,İSTANBUL,"Deri OSB Mah., Çevre Sok., No: 3-, Tuzla İSTANBUL",Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
43,232781508,BEKERPCB ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"İstiklal OSB1 Mahallesi, 7 Cadde, No:3-3/A, Merkez/DÜZCE",Tehlikesiz Atık Geri Kazanımı,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
43,232781508,BEKERPCB ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"İstiklal OSB1 Mahallesi, 7 Cadde, No:3-3/A, Merkez/DÜZCE",Ömrünü Tamamlamış Araç Geçici Depolama,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
43,232781508,BEKERPCB ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"İstiklal OSB1 Mahallesi, 7 Cadde, No:3-3/A, Merkez/DÜZCE",Hurda Metal /ÖTA İşleme,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
43,232781508,BEKERPCB ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"İstiklal OSB1 Mahallesi, 7 Cadde, No:3-3/A, Merkez/DÜZCE",Atık Elektrikli ve Elektronik Eşya İşleme,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
43,232781508,BEKERPCB ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"İstiklal OSB1 Mahallesi, 7 Cadde, No:3-3/A, Merkez/DÜZCE",Atık Ara Depolama,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
43,232781508,BEKERPCB ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"İstiklal OSB1 Mahallesi, 7 Cadde, No:3-3/A, Merkez/DÜZCE",Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
44,223525526,İSTAÇ İSTANBUL ÇEVRE YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ - KÖMÜRCÜODA TESİSLERİ,İSTANBUL,"Karakiraz Mahallesi Ergun Sokak No:305, ŞİLE, İSTANBUL",Tehlikeli Atık Geri Kazanımı,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2021-08-19 00:00:00,2024-05-31 00:00:00
44,223525526,İSTAÇ İSTANBUL ÇEVRE YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ - KÖMÜRCÜODA TESİSLERİ,İSTANBUL,"Karakiraz Mahallesi Ergun Sokak No:305, ŞİLE, İSTANBUL",Tehlikesiz Atık Geri Kazanımı,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2021-08-19 00:00:00,2024-05-31 00:00:00
44,223525526,İSTAÇ İSTANBUL ÇEVRE YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ - KÖMÜRCÜODA TESİSLERİ,İSTANBUL,"Karakiraz Mahallesi Ergun Sokak No:305, ŞİLE, İSTANBUL",Düzenli Depolama - 1. Sınıf (Tehlikeli Atık Düzenli Depolama,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2021-08-19 00:00:00,2024-05-31 00:00:00
44,223525526,İSTAÇ İSTANBUL ÇEVRE YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ - KÖMÜRCÜODA TESİSLERİ,İSTANBUL,"Karakiraz Mahallesi Ergun Sokak No:305, ŞİLE, İSTANBUL", Düzenli Depolama - 2. Sınıf (BelediyeAtıkları veTehlikesiz Atık Düzenli Depolama,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2021-08-19 00:00:00,2024-05-31 00:00:00
44,223525526,İSTAÇ İSTANBUL ÇEVRE YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ - KÖMÜRCÜODA TESİSLERİ,İSTANBUL,"Karakiraz Mahallesi Ergun Sokak No:305, ŞİLE, İSTANBUL",Atık Ara Depolama,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2021-08-19 00:00:00,2024-05-31 00:00:00
45,223465978,GÜMÜŞTAŞ MADENCİLİK VE TİC.A.Ş GÜMÜŞHANE MADEN ZENGİNLEŞTİRME TESİSİ ŞUBESİ,GÜMÜŞHANE,"Harmancık Mahallesi, Sokak, No:32-, Merkez/GÜMÜŞHANE",Maden Atığı Bertaraf- Depolama Kategori ,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-03-05 00:00:00,2024-04-20 00:00:00
46,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",Tehlikeli Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-04 00:00:00,2024-03-04 00:00:00
46,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",Tehlikesiz Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-04 00:00:00,2024-03-04 00:00:00
46,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",Atık Elektrikli ve Elektronik Eşya İşleme,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-04 00:00:00,2024-03-04 00:00:00
46,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",Atık Ara Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-04 00:00:00,2024-03-04 00:00:00
46,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-04 00:00:00,2024-03-04 00:00:00
46,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",Ambalaj Atığı Toplama ve Ayırma Tip ,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-04 00:00:00,2024-03-04 00:00:00
47,233134624,DUPOLL ENERJİ ENTEGRE ATIK YÖNETİMİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"KOCAELİ,KARADENİZLİLER Mahallesi, FAKÜLTE CADDE, No: 165 /1-, BAŞİSKELE,Türkiye",Atık Ara Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2018-12-21 00:00:00,2023-12-18 00:00:00
47,233134624,DUPOLL ENERJİ ENTEGRE ATIK YÖNETİMİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"KOCAELİ,KARADENİZLİLER Mahallesi, FAKÜLTE CADDE, No: 165 /1-, BAŞİSKELE,Türkiye",Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,Hava Emisyon,İzin ve Lisans Belgesi,2018-12-21 00:00:00,2023-12-18 00:00:00
48,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ,Tehlikeli Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
48,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ,Tehlikesiz Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
48,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ,Ömrünü Tamamlamış Araç Geçici Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
48,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ,Hurda Metal /ÖTA İşleme,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
48,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ,Atık Elektrikli ve Elektronik Eşya İşleme,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
48,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ,Atık Ara Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
48,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ,Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
49,299952246,EKOVAR ÇEVRE GRUP GERİ DÖNÜŞÜM ATIK Depolama İNŞAAT TAAHHÜT SANAYİ VE TİCARET A.Ş - TORBALI ŞUBESİ,İZMİR,"ÇAPAK Mahallesi, 2594 SOKAK, No:24 -, TORBALI / İZMİR",Atık Ara Depolama,,İzin ve Lisans Belgesi,2021-05-02 00:00:00,2023-11-15 00:00:00
50,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,Tehlikeli Atık Geri Kazanımı,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
50,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,Tehlikesiz Atık Geri Kazanımı,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
50,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,Düzenli Depolama - 1. Sınıf (Tehlikeli Atık Düzenli Depolama,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
50,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,Atık Elektrikli ve Elektronik Eşya İşleme,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
50,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,Atık Ara Depolama,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
50,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
50,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,Ambalaj Atığı Toplama ve Ayırma Tip ,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
51,232125702,DENİZGRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TEKİRDAĞ,"TEKİRDAĞ,VELİMEŞE Mahallesi, YENİ BAHAR SOKAK, No: 15-, ERGENE,Türkiye",Tehlikeli Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2018-09-10 00:00:00,2023-09-10 00:00:00
51,232125702,DENİZGRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TEKİRDAĞ,"TEKİRDAĞ,VELİMEŞE Mahallesi, YENİ BAHAR SOKAK, No: 15-, ERGENE,Türkiye",Tehlikesiz Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2018-09-10 00:00:00,2023-09-10 00:00:00
51,232125702,DENİZGRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TEKİRDAĞ,"TEKİRDAĞ,VELİMEŞE Mahallesi, YENİ BAHAR SOKAK, No: 15-, ERGENE,Türkiye",Atık Ara Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2018-09-10 00:00:00,2023-09-10 00:00:00
52,222998462,ÖZ ÜLGER ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ TİCARET LİMİTED ŞİRKETİ,KIRIKKALE,Erenler Mah. 220 Sokak No:7 Yahşiyan/KIRIKKALE,Tehlikeli Atık Geri Kazanımı,,İzin ve Lisans Belgesi,2022-09-03 00:00:00,2023-05-10 00:00:00
52,222998462,ÖZ ÜLGER ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ TİCARET LİMİTED ŞİRKETİ,KIRIKKALE,Erenler Mah. 220 Sokak No:7 Yahşiyan/KIRIKKALE,PCB Arındırma,,İzin ve Lisans Belgesi,2022-09-03 00:00:00,2023-05-10 00:00:00
52,222998462,ÖZ ÜLGER ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ TİCARET LİMİTED ŞİRKETİ,KIRIKKALE,Erenler Mah. 220 Sokak No:7 Yahşiyan/KIRIKKALE,Atık Ara Depolama,,İzin ve Lisans Belgesi,2022-09-03 00:00:00,2023-05-10 00:00:00
53,233075954,BATI ATIK ENERJİ ÜRETİM NAKLİYE İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,MANİSA,"MANİSA,EVRENOS Mahallesi, EVRANOS KÜME EVLER, No: 8-, YUNUSEMRE,Türkiye",Atık Ara Depolama,,İzin ve Lisans Belgesi,2018-09-28 00:00:00,2023-09-28 00:00:00
54,223862216,ESAN ECZACIBAŞI ENDÜSTRİYEL HAMMADDELER SAN. VE TİC. A.Ş. BALYA ŞUBESİ (RN.58052 ve RN.200906353),BALIKESİR,"BALIKESİR,ENVERPAŞA Mahallesi, KURTULUŞ CADDE, No: 38-1, BALYA,Türkiye",Maden Atığı Bertaraf- Depolama Kategori ,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2018-10-08 00:00:00,2023-10-08 00:00:00
55,223263356,DEKASAN DÖNÜŞTÜRÜLEBİLİR ENDÜSTRİYEL KATI ATIK NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,"KAYAPA Mahallesi, KIRMIZI(530) CADDE, No: 7-, NİLÜFER / BURSA",Tehlikeli Atık Geri Kazanımı,,İzin ve Lisans Belgesi,2022-03-02 00:00:00,2023-08-08 00:00:00
55,223263356,DEKASAN DÖNÜŞTÜRÜLEBİLİR ENDÜSTRİYEL KATI ATIK NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,"KAYAPA Mahallesi, KIRMIZI(530) CADDE, No: 7-, NİLÜFER / BURSA",Hurda Metal /ÖTA İşleme,,İzin ve Lisans Belgesi,2022-03-02 00:00:00,2023-08-08 00:00:00
55,223263356,DEKASAN DÖNÜŞTÜRÜLEBİLİR ENDÜSTRİYEL KATI ATIK NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,"KAYAPA Mahallesi, KIRMIZI(530) CADDE, No: 7-, NİLÜFER / BURSA",Atık Ara Depolama,,İzin ve Lisans Belgesi,2022-03-02 00:00:00,2023-08-08 00:00:00
55,223263356,DEKASAN DÖNÜŞTÜRÜLEBİLİR ENDÜSTRİYEL KATI ATIK NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,"KAYAPA Mahallesi, KIRMIZI(530) CADDE, No: 7-, NİLÜFER / BURSA",Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,2022-03-02 00:00:00,2023-08-08 00:00:00
56,223579288,METAL-KİM METALURJİ VE KİMYA TARIM SAN.TİC.LTD.ŞTİ.,İSTANBUL,"İSTANBUL,VELİBABA Mahallesi, KAHRAMANLAR CADDE, No: 34 /1-, PENDİK,Türkiye",Tehlikeli Atık Geri Kazan,Hava Emisyon,İzin ve Lisans Belgesi,2018-08-14 00:00:00,2023-07-08 00:00:00
57,224805090,EKMEKÇİOĞULLARI METAL VE KİMYA SANAY İ TİC.A.Ş.,ÇORUM,"ÇORUM,PINARÇAYOSB Mahallesi, ORGANİZE SANAYİ 6. CADDE, No: 18 -20/6-, MERKEZ,Türkiye",Tehlikeli Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2019-01-04 00:00:00,2023-07-27 00:00:00
57,224805090,EKMEKÇİOĞULLARI METAL VE KİMYA SANAY İ TİC.A.Ş.,ÇORUM,"ÇORUM,PINARÇAYOSB Mahallesi, ORGANİZE SANAYİ 6. CADDE, No: 18 -20/6-, MERKEZ,Türkiye",Tehlikesiz Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2019-01-04 00:00:00,2023-07-27 00:00:00
58,310809782,SAHALAR METAL DEMİR ÇELİKHurdaCILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,Tehlikesiz Atık Geri Kazanımı,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
58,310809782,SAHALAR METAL DEMİR ÇELİKHurdaCILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,Atık Elektrikli ve Elektronik Eşya İşleme,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
58,310809782,SAHALAR METAL DEMİR ÇELİKHurdaCILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,PCB Arındırma,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
58,310809782,SAHALAR METAL DEMİR ÇELİKHurdaCILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,Atık Ara Depolama,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
58,310809782,SAHALAR METAL DEMİR ÇELİKHurdaCILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
58,310809782,SAHALAR METAL DEMİR ÇELİKHurdaCILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA, Tehlikeli Atık Ön İşleme Tesisiler,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
58,310809782,SAHALAR METAL DEMİR ÇELİKHurdaCILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,Tehlikesiz Atık Ön İşleme Tesisiler,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
58,310809782,SAHALAR METAL DEMİR ÇELİKHurdaCILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA, Yeniden Kullanıma Hazırlam,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
59,224645384,YILDIZ BAKIR MADENCİLİK SANAYİ A.Ş. GÜMÜŞHANE ŞUBESİ,GÜMÜŞHANE,KARAMUSTAFA KÖYÜ NO:59 MERKEZ/GÜMÜŞHANE,Maden Atığı Bertaraf- Depolama Kategori ,"Hava Emisyon,Atıksu Deşarjı",Geçici Faaliyet Belgesi,2022-05-27 00:00:00,2023-05-27 00:00:00
